num__total_pages_visited,cat__new_user_1,num__age,cat__country_UK,cat__country_US,cat__source_Seo,cat__country_Germany,cat__source_Direct
0.6720195528164723,0.12943257679095366,0.09806165995878635,0.028362545818720174,0.025138275748029598,0.023892745914544045,0.012388412940564754,0.010704230011929095
